"OTUid"	"percConfid"	"genusSpecies"	"kingdom"	"phylum"	"class"	"order"	"family"	"genus"	"species"
"OTU_6013"	0.39	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Rickettsiaceae"	"unidentified"	"unidentified"
"OTU_6014"	0.65	"Arcticibacter"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Arcticibacter"	"unidentified"
"OTU_6015"	1	"Mucilaginibacter"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Mucilaginibacter"	"unidentified"
"OTU_6016"	0.54	"Frondihabitans"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Microbacteriaceae"	"Frondihabitans"	"unidentified"
"OTU_6017"	0.56	"Nitrolancea"	"Bacteria"	"Chloroflexi"	"Thermomicrobia"	"Sphaerobacterales"	"Sphaerobacteraceae"	"Nitrolancea"	"unidentified"
"OTU_6018"	0.99	"Gp16"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp16"	"Gp16"	"unidentified"	"unidentified"	"unidentified"
"OTU_6019"	0.05	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_602"	1	"Pseudomonas"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"unidentified"
"OTU_6020"	0.98	"Telmatospirillum"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Telmatospirillum"	"unidentified"
"OTU_6021"	0.3	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"unidentified"	"unidentified"	"unidentified"
"OTU_6022"	0.94	"Myxococcus"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Myxococcaceae"	"Myxococcus"	"unidentified"
"OTU_6023"	1	"Spirosoma"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Spirosoma"	"unidentified"
"OTU_6024"	0.18	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6025"	0.08	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6026"	0.46	"unidentified"	"Bacteria"	"Cyanobacteria/Chloroplast"	"Chloroplast"	"Chloroplast"	"Chloroplast"	"unidentified"	"unidentified"
"OTU_6027"	0.59	"Aquisphaera"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Aquisphaera"	"unidentified"
"OTU_6028"	0.12	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6029"	1	"Gp6"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp6"	"Gp6"	"unidentified"	"unidentified"	"unidentified"
"OTU_603"	0.17	"unidentified"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6030"	0.9	"Pseudorhodobacter"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Pseudorhodobacter"	"unidentified"
"OTU_6031"	0.12	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6032"	0.74	"Ohtaekwangia"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Ohtaekwangia"	"unidentified"	"unidentified"
"OTU_6033"	0.99	"Saccharibacteria_genera_incertae_sedis"	"Bacteria"	"Candidatus Saccharibacteria"	"Saccharibacteria_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6034"	0.25	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6035"	0.23	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6036"	0.29	"unidentified"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"unidentified"	"unidentified"
"OTU_6037"	0.98	"Saccharibacteria_genera_incertae_sedis"	"Bacteria"	"Candidatus Saccharibacteria"	"Saccharibacteria_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6038"	1	"Aquicella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	"Aquicella"	"unidentified"
"OTU_6039"	0.43	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_604"	0.09	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6040"	0.14	"unidentified"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6041"	0.93	"Gaiella"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Gaiellales"	"Gaiellaceae"	"Gaiella"	"unidentified"
"OTU_6042"	0.36	"unidentified"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"unidentified"	"unidentified"	"unidentified"
"OTU_6043"	0.17	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6044"	0.27	"unidentified"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6045"	0.24	"unidentified"	"Bacteria"	"Proteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6046"	0.99	"Diplorickettsia"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	"Diplorickettsia"	"unidentified"
"OTU_6047"	1	"Hymenobacter"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Hymenobacter"	"unidentified"
"OTU_6048"	0.75	"Niabella"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Niabella"	"unidentified"
"OTU_6049"	1	"Prosthecobacter"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Verrucomicrobiaceae"	"Prosthecobacter"	"unidentified"
"OTU_605"	0.56	"Actinoplanes"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micromonosporaceae"	"Actinoplanes"	"unidentified"
"OTU_6050"	0.87	"Methylobacterium"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Methylobacteriaceae"	"Methylobacterium"	"unidentified"
"OTU_6051"	1	"Roseomonas"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Roseomonas"	"unidentified"
"OTU_6052"	0.12	"unidentified"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6053"	0.27	"unidentified"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfobacterales"	"unidentified"	"unidentified"	"unidentified"
"OTU_6054"	0.1	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6055"	1	"WPS-1_genera_incertae_sedis"	"Bacteria"	"candidate division WPS-1"	"WPS-1_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6056"	0.12	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6057"	0.74	"Terrimicrobium"	"Bacteria"	"Verrucomicrobia"	"Spartobacteria"	"Terrimicrobium"	"unidentified"	"unidentified"	"unidentified"
"OTU_6058"	0.41	"unidentified"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unidentified"	"unidentified"	"unidentified"
"OTU_6059"	1	"Gemmata"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Gemmata"	"unidentified"
"OTU_606"	0.46	"unidentified"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Microbacteriaceae"	"unidentified"	"unidentified"
"OTU_6060"	0.28	"unidentified"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"unidentified"	"unidentified"
"OTU_6061"	0.36	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6062"	0.83	"Flavobacterium"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"unidentified"
"OTU_6063"	0.63	"Xiphinematobacter"	"Bacteria"	"Verrucomicrobia"	"Spartobacteria"	"Xiphinematobacter"	"unidentified"	"unidentified"	"unidentified"
"OTU_6064"	0.71	"Actinospica"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinospicaceae"	"Actinospica"	"unidentified"
"OTU_6065"	0.87	"Massilia"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Massilia"	"unidentified"
"OTU_6066"	0.2	"unidentified"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unidentified"	"unidentified"	"unidentified"
"OTU_6067"	1	"WPS-1_genera_incertae_sedis"	"Bacteria"	"candidate division WPS-1"	"WPS-1_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6068"	0.99	"Gp3"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp3"	"Gp3"	"unidentified"	"unidentified"	"unidentified"
"OTU_6069"	0.99	"Armatimonas/Armatimonadetes_gp1"	"Bacteria"	"Armatimonadetes"	"Armatimonadia"	"Armatimonadales"	"Armatimonadaceae"	"Armatimonas/Armatimonadetes_gp1"	"unidentified"
"OTU_607"	1	"Gryllotalpicola"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Microbacteriaceae"	"Gryllotalpicola"	"unidentified"
"OTU_6070"	0.65	"Cnuella"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Cnuella"	"unidentified"
"OTU_6071"	0.65	"Chryseolinea"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Chryseolinea"	"unidentified"	"unidentified"
"OTU_6072"	0.52	"Verrucosispora"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micromonosporaceae"	"Verrucosispora"	"unidentified"
"OTU_6073"	1	"Gemmata"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Gemmata"	"unidentified"
"OTU_6074"	0.43	"unidentified"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"unidentified"	"unidentified"
"OTU_6075"	0.21	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"unidentified"	"unidentified"
"OTU_6076"	0.98	"Flavobacterium"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"unidentified"
"OTU_6077"	0.43	"unidentified"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	"unidentified"	"unidentified"
"OTU_6078"	0.28	"unidentified"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"unidentified"	"unidentified"
"OTU_6079"	1	"Aquicella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	"Aquicella"	"unidentified"
"OTU_608"	0.22	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"unidentified"	"unidentified"
"OTU_6080"	0.11	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6081"	0.99	"Opitutus"	"Bacteria"	"Verrucomicrobia"	"Opitutae"	"Opitutales"	"Opitutaceae"	"Opitutus"	"unidentified"
"OTU_6082"	0.56	"Sphaerobacter"	"Bacteria"	"Chloroflexi"	"Thermomicrobia"	"Sphaerobacterales"	"Sphaerobacteraceae"	"Sphaerobacter"	"unidentified"
"OTU_6083"	1	"Gp16"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp16"	"Gp16"	"unidentified"	"unidentified"	"unidentified"
"OTU_6084"	0.22	"unidentified"	"Bacteria"	"Firmicutes"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6085"	0.99	"Parcubacteria_genera_incertae_sedis"	"Bacteria"	"Parcubacteria"	"Parcubacteria_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6086"	0.98	"Armatimonadetes_gp4"	"Bacteria"	"Armatimonadetes"	"Armatimonadetes_gp4"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6087"	0.5	"Dongia"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Dongia"	"unidentified"
"OTU_6088"	0.64	"Verrucomicrobium"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Verrucomicrobiaceae"	"Verrucomicrobium"	"unidentified"
"OTU_6089"	0.2	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_609"	0.8	"Niastella"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Niastella"	"unidentified"
"OTU_6090"	1	"Chitinophaga"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Chitinophaga"	"unidentified"
"OTU_6091"	0.21	"unidentified"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"unidentified"	"unidentified"	"unidentified"
"OTU_6092"	0.2	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6093"	0.78	"Parcubacteria_genera_incertae_sedis"	"Bacteria"	"Parcubacteria"	"Parcubacteria_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6094"	0.31	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6095"	0.24	"unidentified"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Rhodocyclales"	"Rhodocyclaceae"	"unidentified"	"unidentified"
"OTU_6096"	0.4	"unidentified"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"unidentified"	"unidentified"
"OTU_6097"	0.85	"Armatimonadetes_gp5"	"Bacteria"	"Armatimonadetes"	"Armatimonadetes_gp5"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6098"	0.99	"Armatimonadetes_gp5"	"Bacteria"	"Armatimonadetes"	"Armatimonadetes_gp5"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6099"	0.2	"unidentified"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_61"	1	"Pseudomonas"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"unidentified"
"OTU_610"	1	"Roseomonas"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Roseomonas"	"unidentified"
"OTU_6100"	1	"Gp6"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp6"	"Gp6"	"unidentified"	"unidentified"	"unidentified"
"OTU_6101"	1	"WPS-1_genera_incertae_sedis"	"Bacteria"	"candidate division WPS-1"	"WPS-1_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6102"	1	"WPS-1_genera_incertae_sedis"	"Bacteria"	"candidate division WPS-1"	"WPS-1_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6103"	0.2	"unidentified"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6104"	0.84	"Aquisphaera"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Aquisphaera"	"unidentified"
"OTU_6105"	0.95	"Solirubrobacter"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Solirubrobacterales"	"Solirubrobacteraceae"	"Solirubrobacter"	"unidentified"
"OTU_6106"	0.99	"Armatimonas/Armatimonadetes_gp1"	"Bacteria"	"Armatimonadetes"	"Armatimonadia"	"Armatimonadales"	"Armatimonadaceae"	"Armatimonas/Armatimonadetes_gp1"	"unidentified"
"OTU_6107"	0.68	"Gemmatimonas"	"Bacteria"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	"Gemmatimonas"	"unidentified"
"OTU_6108"	0.02	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6109"	0.98	"Gp3"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp3"	"Gp3"	"unidentified"	"unidentified"	"unidentified"
"OTU_611"	1	"Spirosoma"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Spirosoma"	"unidentified"
"OTU_6110"	1	"Jatrophihabitans"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Cryptosporangiaceae"	"Jatrophihabitans"	"unidentified"
"OTU_6111"	1	"Opitutus"	"Bacteria"	"Verrucomicrobia"	"Opitutae"	"Opitutales"	"Opitutaceae"	"Opitutus"	"unidentified"
"OTU_6112"	0.45	"unidentified"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"
"OTU_6113"	0.16	"unidentified"	"Bacteria"	"Proteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6114"	0.35	"unidentified"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Nocardiaceae"	"unidentified"	"unidentified"
"OTU_6115"	0.35	"unidentified"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"unidentified"	"unidentified"	"unidentified"
"OTU_6116"	0.35	"unidentified"	"Bacteria"	"Planctomycetes"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6117"	1	"Gp6"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp6"	"Gp6"	"unidentified"	"unidentified"	"unidentified"
"OTU_6118"	0.57	"Blastochloris"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Hyphomicrobiaceae"	"Blastochloris"	"unidentified"
"OTU_6119"	0.16	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_612"	0.87	"Burkholderia"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Burkholderia"	"unidentified"
"OTU_6120"	0.47	"unidentified"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"unidentified"	"unidentified"
"OTU_6121"	0.99	"Gp4"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp4"	"Gp4"	"unidentified"	"unidentified"	"unidentified"
"OTU_6122"	0.89	"WPS-1_genera_incertae_sedis"	"Bacteria"	"candidate division WPS-1"	"WPS-1_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6123"	0.34	"unidentified"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"unidentified"	"unidentified"
"OTU_6124"	0.07	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6125"	0.32	"unidentified"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micromonosporaceae"	"unidentified"	"unidentified"
"OTU_6126"	0.62	"Aquisphaera"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Aquisphaera"	"unidentified"
"OTU_6127"	1	"Subdivision3_genera_incertae_sedis"	"Bacteria"	"Verrucomicrobia"	"Subdivision3"	"Subdivision3_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"
"OTU_6128"	0.59	"Heliimonas"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Heliimonas"	"unidentified"
"OTU_6129"	1	"Gp7"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp7"	"Gp7"	"unidentified"	"unidentified"	"unidentified"
"OTU_613"	1	"Massilia"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Massilia"	"unidentified"
"OTU_6130"	0.04	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6131"	0.2	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6132"	0.14	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6133"	0.72	"Ohtaekwangia"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Ohtaekwangia"	"unidentified"	"unidentified"
"OTU_6134"	0.26	"unidentified"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6135"	0.08	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6136"	0.95	"Segetibacter"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Segetibacter"	"unidentified"
"OTU_6137"	0.99	"Parcubacteria_genera_incertae_sedis"	"Bacteria"	"Parcubacteria"	"Parcubacteria_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6138"	0.34	"unidentified"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"unidentified"	"unidentified"
"OTU_6139"	0.35	"unidentified"	"Bacteria"	"Verrucomicrobia"	"Spartobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_614"	1	"Vampirovibrio"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionales"	"Bdellovibrionaceae"	"Vampirovibrio"	"unidentified"
"OTU_6140"	0.57	"Schlesneria"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Schlesneria"	"unidentified"
"OTU_6141"	0.41	"unidentified"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Acidimicrobiales"	"unidentified"	"unidentified"	"unidentified"
"OTU_6142"	0.34	"unidentified"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"unidentified"	"unidentified"
"OTU_6143"	0.88	"Aquihabitans"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Acidimicrobiales"	"Iamiaceae"	"Aquihabitans"	"unidentified"
"OTU_6144"	0.99	"Armatimonadetes_gp4"	"Bacteria"	"Armatimonadetes"	"Armatimonadetes_gp4"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6145"	1	"Gp2"	"Bacteria"	"Acidobacteria"	"Acidobacteria_Gp2"	"Gp2"	"unidentified"	"unidentified"	"unidentified"
"OTU_6146"	0.52	"Phycisphaera"	"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"Phycisphaera"	"unidentified"
"OTU_6147"	0.17	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6148"	0.08	"unidentified"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Ectothiorhodospiraceae"	"unidentified"	"unidentified"
"OTU_6149"	0.13	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_615"	0.85	"Tepidisphaera"	"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Tepidisphaerales"	"Tepidisphaeraceae"	"Tepidisphaera"	"unidentified"
"OTU_6150"	0.39	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6151"	0.13	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6152"	0.98	"Parcubacteria_genera_incertae_sedis"	"Bacteria"	"Parcubacteria"	"Parcubacteria_genera_incertae_sedis"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6153"	0.03	"unidentified"	"Bacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6154"	0.2	"unidentified"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6155"	0.68	"Mucilaginibacter"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Mucilaginibacter"	"unidentified"
"OTU_6156"	0.01	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6157"	0.28	"unidentified"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Coriobacteriales"	"Coriobacteriaceae"	"unidentified"	"unidentified"
"OTU_6158"	0.16	"unidentified"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"unidentified"	"unidentified"	"unidentified"	"unidentified"
"OTU_6159"	0.67	"Piscirickettsia"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Piscirickettsiaceae"	"Piscirickettsia"	"unidentified"
"OTU_616"	0.71	"Beijerinckia"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Beijerinckia"	"unidentified"
